name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lille,2021-06-19,19.9,15.8,17.4,19.9,15.8,17.4,14.6,83.6,12.002,100,20.83,rain,0,0,45.6,28.6,265.2,1013.4,98.2,18.6,91.9,8.1,3,,2021-06-19T05:34:53,2021-06-19T22:03:30,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-06-20,23.7,15.9,18.9,23.7,15.9,18.9,14.7,78.3,1.568,100,16.67,rain,0,0,35.1,22.1,338.1,1007.9,87.2,13.9,212,18.4,7,,2021-06-20T05:35:02,2021-06-20T22:03:45,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-06-21,17.1,15.1,16.3,17.1,15.1,16.3,14.5,89.2,6.702,100,58.33,rain,0,0,41.8,25.5,24.7,1008.5,99,10.1,54.6,4.7,3,,2021-06-21T05:35:14,2021-06-21T22:03:58,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-06-22,15,12.1,13.6,15,12.1,13.6,11.5,87.2,5.633,100,54.17,rain,0,0,44.7,27.2,20.4,1015.9,96.7,9.6,59.4,5.1,2,,2021-06-22T05:35:28,2021-06-22T22:04:07,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,06428099999,LFQQ,AT575,07015099999"
Lille,2021-06-23,16.8,12.1,14.1,16.8,12.1,14.1,9.9,75.8,0.373,100,12.5,rain,0,0,31.3,18.2,14.5,1021.4,99.4,17,99.1,8.8,3,,2021-06-23T05:35:46,2021-06-23T22:04:14,0.45,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-06-24,19.7,12.8,15.2,19.7,12.8,15.2,10.4,74,0.182,100,4.17,rain,0,0,25.2,16.2,324.2,1021.2,88.5,14,107.8,9.5,5,,2021-06-24T05:36:06,2021-06-24T22:04:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-06-25,17,11.8,14.9,17,11.8,14.9,12.5,85.8,1.82,100,50,rain,0,0,29.5,16.5,202,1018.5,91.5,14.5,75.4,6.5,2,,2021-06-25T05:36:29,2021-06-25T22:04:18,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-06-26,21.1,14.8,17.7,21.1,14.8,17.7,14.8,84.2,3.732,100,58.33,rain,0,0,23.6,12.7,97.5,1017.7,94.3,15.3,165.3,14.1,7,,2021-06-26T05:36:54,2021-06-26T22:04:16,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-06-27,23,17,19.2,23,17,19.2,16.3,84.2,4.112,100,25,rain,0,0,35.3,16.3,82.2,1014.1,90.2,8.3,107.6,9.3,4,,2021-06-27T05:37:22,2021-06-27T22:04:11,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-06-28,24,16,19.3,24,16,19.3,16.5,84.7,0.143,100,12.5,rain,0,0,21.8,12.8,34.7,1013.4,81.5,10.3,115.3,9.8,5,,2021-06-28T05:37:53,2021-06-28T22:04:02,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-06-29,21.7,15,17.8,21.7,15,17.8,15.7,87.9,5.212,100,33.33,rain,0,0,32.9,20.1,326.4,1012.6,94.3,8.4,117.5,10.2,5,,2021-06-29T05:38:27,2021-06-29T22:03:51,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,D8013,06428099999,LFQQ,AT575,07015099999"
Lille,2021-06-30,15.8,13.1,14.2,15.8,13.1,14.2,12.8,91.5,7.874,100,70.83,rain,0,0,39.9,20.2,308.6,1014.6,96.2,11.4,67.8,5.9,2,,2021-06-30T05:39:03,2021-06-30T22:03:37,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-01,20,12.2,16,20,12.2,16,10.6,72.5,0.206,100,16.67,rain,0,0,44.8,23.6,289.2,1017.3,77.6,15.1,250.3,21.5,10,,2021-07-01T05:39:42,2021-07-01T22:03:19,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-02,24.7,13.2,18.8,24.7,13.2,18.8,12.5,68.8,0,0,0,,0,0,23.5,12.7,218.7,1016.9,61.7,15.1,206.7,17.8,7,,2021-07-02T05:40:23,2021-07-02T22:02:59,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-03,22.9,17.1,19.8,22.9,17.1,19.8,15.2,75.4,0.11,100,20.83,rain,0,0,28.9,14.7,212.7,1013.8,89.1,15.8,130.2,11.2,3,,2021-07-03T05:41:06,2021-07-03T22:02:36,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-04,21.7,15.2,17.5,21.7,15.2,17.5,15.1,86.4,18.678,100,41.67,rain,0,0,38,18,195.9,1010.2,83.6,13.8,130.8,11.3,8,,2021-07-04T05:41:52,2021-07-04T22:02:10,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-05,21.8,13.9,17.1,21.8,13.9,17.1,14,82.7,2.578,100,37.5,rain,0,0,44.6,16.2,183.5,1007.7,95,18.1,129,11.1,6,,2021-07-05T05:42:40,2021-07-05T22:01:41,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-06,19.7,15.1,17.6,19.7,15.1,17.6,12.5,73,1.512,100,37.5,rain,0,0,66.4,44.2,197.6,1004.7,84.1,16.2,139,12.1,5,,2021-07-06T05:43:31,2021-07-06T22:01:09,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06414099999,06434099999,06407099999,06432099999,D8013,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-07,22.7,14.2,18.1,22.7,14.2,18.1,12.2,69.9,0.015,100,8.33,rain,0,0,35.8,18.4,203.9,1013.8,82.1,18.1,207.1,17.7,8,,2021-07-07T05:44:23,2021-07-07T22:00:34,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06414099999,06407099999,06432099999,F2929,D8013,06428099999,LFQQ,07015099999"
Lille,2021-07-08,22.7,11.9,17.7,22.7,11.9,17.7,12.7,73.3,2.763,100,16.67,rain,0,0,38.3,14.3,268.8,1020.4,59.8,21,158,13.6,6,,2021-07-08T05:45:18,2021-07-08T21:59:56,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"06414099999,06407099999,06432099999,F2929,LFQQ,06428099999,07015099999"
Lille,2021-07-09,22.7,13,17.4,22.7,13,17.4,12.7,75.3,0.015,100,8.33,rain,0,0,30.8,18,239.1,1021.9,80.3,15.5,164.5,14.3,7,,2021-07-09T05:46:15,2021-07-09T21:59:16,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-10,19.7,14,16.4,19.7,14,16.4,13.7,84.7,9.906,100,41.67,rain,0,0,26.7,12.8,192.2,1016.9,85.7,15.2,69.4,6,3,,2021-07-10T05:47:13,2021-07-10T21:58:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-11,20.8,11.2,16.6,20.8,11.2,16.6,12.3,77.4,0.017,100,4.17,rain,0,0,21.9,11.1,198.4,1016.2,80.9,16.3,144.7,12.3,6,,2021-07-11T05:48:14,2021-07-11T21:57:47,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-12,20.7,16.1,18.4,20.7,16.1,18.4,15,80.6,0.352,100,16.67,rain,0,0,26.7,14.6,73.7,1010.5,94.2,21.1,82,7.1,2,,2021-07-12T05:49:17,2021-07-12T21:56:58,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06434099999,06407099999,F2929,06432099999,06400099999,06428099999,LFQQ,07015099999"
Lille,2021-07-13,20.8,16,18.1,20.8,16,18.1,15.5,85.1,0.386,100,16.67,rain,0,0,48.1,31.2,338.4,1011.2,92.8,8.2,99.2,8.5,3,,2021-07-13T05:50:21,2021-07-13T21:56:06,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,06400099999,06428099999,LFQQ,AT575,07015099999"
Lille,2021-07-14,17.8,15.9,16.4,17.8,15.9,16.4,14.2,86.6,0.194,100,8.33,rain,0,0,51.5,31.5,318,1014.4,100,13.7,41.3,3.5,1,,2021-07-14T05:51:27,2021-07-14T21:55:12,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06434099999,06407099999,F2929,06432099999,D8013,06400099999,06428099999,LFQQ,AT575,07015099999"
Lille,2021-07-15,21,15.9,18.2,21,15.9,18.2,14.3,78.3,0.017,100,4.17,rain,0,0,60.6,36.7,325.7,1017.8,95.1,14,213.3,18.4,8,,2021-07-15T05:52:34,2021-07-15T21:54:16,0.19,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2021-07-16,20.9,15,17.5,20.9,15,17.5,12.5,73.4,0.19,100,4.17,rain,0,0,46.2,23.7,342.6,1023.7,77.9,16,232.7,19.9,9,,2021-07-16T05:53:44,2021-07-16T21:53:16,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06434099999,06407099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-17,25.7,14,19.4,25.7,14,19.4,14.1,73.1,0,0,0,,0,0,42.1,20.4,1.6,1026.1,57.4,12.9,283,24.4,10,,2021-07-17T05:54:54,2021-07-17T21:52:15,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06407099999,06432099999,F2929,06428099999,LFQQ,E6728,07015099999"
Lille,2021-07-18,27.8,14.7,21.6,28.4,14.7,21.8,15,67.8,0.002,100,4.17,rain,0,0,38,22.1,359.3,1024.3,4.4,17.4,282.6,24.3,9,,2021-07-18T05:56:07,2021-07-18T21:51:10,0.3,Rain,Clear conditions throughout the day with morning rain.,rain,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-19,26.1,16.1,21.8,26.1,16.1,21.8,15.7,69.5,0.002,100,4.17,rain,0,0,28.7,14.6,49.5,1021.3,36.9,18.5,222.3,19.3,8,,2021-07-19T05:57:20,2021-07-19T21:50:04,0.33,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-20,26.9,15.9,22,27.2,15.9,22,15,66.2,0,0,0,,0,0,25.7,12.9,54.4,1020.4,14.9,14.8,235.8,20.3,8,,2021-07-20T05:58:35,2021-07-20T21:48:55,0.37,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,E6728,07015099999"
Lille,2021-07-21,26.9,16.1,22,27.1,16.1,22,14,62,0,0,0,,0,0,31.4,14.7,54.8,1022.2,15.1,14.7,261,22.7,8,,2021-07-21T05:59:51,2021-07-21T21:47:43,0.4,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-22,25.9,16.1,21.3,25.9,16.1,21.3,13.9,64.4,0,0,0,,0,0,37.9,20.4,4.2,1022,9,12.1,274.6,23.9,9,,2021-07-22T06:01:09,2021-07-22T21:46:29,0.44,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06434099999,06407099999,06432099999,F2929,06428099999,LFQQ,07010099999,07015099999"
Lille,2021-07-23,25,14.7,20,25,14.7,20,12.6,64.9,0,0,0,,0,0,39.7,23.8,44.1,1016.3,6.2,15.3,268.1,23.2,9,,2021-07-23T06:02:27,2021-07-23T21:45:14,0.48,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06432099999,F2929,06428099999,LFQQ,AT575,07015099999"
Lille,2021-07-24,25,17.8,20.9,25,17.8,20.9,14.7,68.5,0.022,100,8.33,rain,0,0,38.1,24.7,78.9,1008.3,83.3,19.4,144.8,12.4,6,,2021-07-24T06:03:47,2021-07-24T21:43:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-25,23,14.7,18.4,23,14.7,18.4,15.8,85,5.828,100,45.83,rain,0,0,36.3,18.1,162.9,1007.4,90.2,17.3,127.3,10.9,6,,2021-07-25T06:05:08,2021-07-25T21:42:35,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,AT575,07015099999"
Lille,2021-07-26,20,16.8,18,20,16.8,18,16.6,91.6,20.698,100,50,rain,0,0,28.6,16.3,227.3,1010,83.6,8,70.1,6.2,3,,2021-07-26T06:06:29,2021-07-26T21:41:12,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,AT575,07015099999"
Lille,2021-07-27,21,14.9,17.5,21,14.9,17.5,14.9,85.2,0.532,100,16.67,rain,0,0,47.2,29.2,190.4,1010.9,73.1,10.8,108.6,9.3,5,,2021-07-27T06:07:52,2021-07-27T21:39:48,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,AT575,07015099999"
Lille,2021-07-28,20.9,14.8,17.3,20.9,14.8,17.3,13.1,77.5,0.488,100,20.83,rain,0,0,58.1,29.2,217.8,1010.4,74.8,15.6,145.3,12.6,6,,2021-07-28T06:09:15,2021-07-28T21:38:21,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-29,21.8,13.8,17.5,21.8,13.8,17.5,10.7,66.2,0,0,0,,0,0,52.6,33,230.5,1012,66.3,18.3,206,17.9,8,,2021-07-29T06:10:39,2021-07-29T21:36:53,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-07-30,20.8,12.9,16.4,20.8,12.9,16.4,12.1,76.1,6.471,100,25,rain,0,0,63.5,36.7,209,1008.1,80.9,16.6,120.1,10.3,8,,2021-07-30T06:12:04,2021-07-30T21:35:22,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,D8013,06428099999,LFQQ,07015099999"
Lille,2021-07-31,21.8,14.9,17.8,21.8,14.9,17.8,13.1,75,0.088,100,8.33,rain,0,0,46.7,28.8,241.3,1009.4,86.7,17.9,179.5,15.7,5,,2021-07-31T06:13:30,2021-07-31T21:33:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-01,21.6,12.8,16.9,21.6,12.8,16.9,12.9,78.4,2.964,100,37.5,rain,0,0,43.3,25.2,266.8,1011,80.4,16.7,153.6,13.3,5,,2021-08-01T06:14:56,2021-08-01T21:32:16,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-02,20.9,13.8,16.9,20.9,13.8,16.9,12,74.8,10.765,100,41.67,rain,0,0,29.9,19.8,353.2,1014.3,94.1,17.8,201,17.4,9,,2021-08-02T06:16:23,2021-08-02T21:30:40,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,AT575,07015099999"
Lille,2021-08-03,20.1,10.7,15.6,20.1,10.7,15.6,11.7,78.6,2.213,100,33.33,rain,0,0,27,10.5,12.5,1013.6,93.9,16,152.5,13,8,,2021-08-03T06:17:50,2021-08-03T21:29:02,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2021-08-04,21.7,13.7,17.4,21.7,13.7,17.4,12.6,74.4,0.476,100,16.67,rain,0,0,23.7,14.4,79.7,1012.8,79.1,13.7,127.3,11.2,5,,2021-08-04T06:19:18,2021-08-04T21:27:23,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,D8013,LFQQ,06428099999,07015099999"
Lille,2021-08-05,23.9,14,19,23.9,14,19,13.4,71.8,0.002,100,4.17,rain,0,0,47.5,22.1,180.6,1008,83.3,13.9,170.4,15,7,,2021-08-05T06:20:47,2021-08-05T21:25:42,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,LFQQ,06428099999,07015099999"
Lille,2021-08-06,21.1,15.8,17.8,21.1,15.8,17.8,14.3,80.6,6.379,100,37.5,rain,0,0,58.8,36.6,212.6,1002.6,90.2,16,158.9,13.5,9,,2021-08-06T06:22:16,2021-08-06T21:23:59,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,D8013,06400099999,LFQQ,07010099999,06428099999,07015099999"
Lille,2021-08-07,20.8,13.2,16.4,20.8,13.2,16.4,13.5,83.4,15.204,100,37.5,rain,0,0,56.5,27.4,193.1,1001.8,77.8,15,152.7,13.3,6,,2021-08-07T06:23:45,2021-08-07T21:22:15,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,06400099999,LFQQ,06428099999,07015099999"
Lille,2021-08-08,18.9,13.9,16,18.9,13.9,16,12,77.8,4.726,100,29.17,rain,0,0,52.3,33.1,217.3,1008.7,75.8,16.2,137.5,11.9,7,,2021-08-08T06:25:15,2021-08-08T21:20:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,D8013,LFQQ,07015099999"
Lille,2021-08-09,21.9,13.1,17,21.9,13.1,17,12.6,76.5,3.92,100,12.5,rain,0,0,45.8,25.7,212.7,1014.8,80.4,20.7,141.7,12.3,6,,2021-08-09T06:26:45,2021-08-09T21:18:43,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,D8013,LFQQ,06428099999,07015099999"
Lille,2021-08-10,22.7,13.8,17.8,22.7,13.8,17.8,14.5,81.8,2.013,100,45.83,rain,0,0,35.6,23.6,211.9,1016.4,84.7,19.1,130.1,11.2,4,,2021-08-10T06:28:15,2021-08-10T21:16:54,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06414099999,06407099999,06432099999,F2929,D8013,06428099999,LFQQ,07015099999"
Lille,2021-08-11,23.8,10.9,17.5,23.8,10.9,17.5,12.1,73.5,0.184,100,8.33,rain,0,0,25.3,14.5,223.2,1019.2,25.5,15.5,236.4,20.5,8,,2021-08-11T06:29:45,2021-08-11T21:15:04,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06414099999,06432099999,F2929,D8013,06428099999,LFQQ,07015099999"
Lille,2021-08-12,25.7,14.1,19.6,25.7,14.1,19.6,14.1,72,0,0,0,,0,0,21.7,12.7,287.1,1019.3,80.7,17.1,160.7,14,6,,2021-08-12T06:31:16,2021-08-12T21:13:13,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-13,23.8,14.1,19,23.8,14.1,19,12.2,67.2,0.002,100,4.17,rain,0,0,39.7,25.4,258.1,1022.2,44.7,15.6,229.8,19.7,8,,2021-08-13T06:32:47,2021-08-13T21:11:20,0.17,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-14,26,13.1,19.3,26,13.1,19.3,13.3,70.5,0,0,0,,0,0,27.2,14.7,258.1,1021.1,29,16.5,257.5,22.2,8,,2021-08-14T06:34:18,2021-08-14T21:09:27,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-15,28,14,19.7,27.8,14,19.7,13.5,69.6,0.007,100,4.17,rain,0,0,52.3,31.3,247.9,1014.8,40.4,17.8,226.1,19.5,8,,2021-08-15T06:35:49,2021-08-15T21:07:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-16,18,13,16,18,13,16,12.8,81.9,1.617,100,16.67,rain,0,0,45.9,27.4,269.5,1015.2,83.9,14.7,77.7,6.9,3,,2021-08-16T06:37:21,2021-08-16T21:05:36,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-17,17,10.1,13.9,17,10.1,13.9,12.1,89.3,2.301,100,33.33,rain,0,0,44.8,22.1,247.1,1019.5,68.4,11.1,59.9,4.9,2,,2021-08-17T06:38:52,2021-08-17T21:03:38,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-18,19.1,15.1,17.1,19.1,15.1,17.1,14.8,87,0.004,100,4.17,rain,0,0,45.1,23.8,246.5,1017.3,97.8,16.7,85.5,7.2,3,,2021-08-18T06:40:24,2021-08-18T21:01:40,0.35,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-19,20.9,15.9,17.4,20.9,15.9,17.4,13.1,76.6,0,0,0,,0,0,40,23.8,239.8,1015.4,93.3,24.2,127.7,11.2,5,,2021-08-19T06:41:56,2021-08-19T20:59:41,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-20,22.8,15.8,18.9,22.8,15.8,18.9,14.5,77,0.013,100,8.33,rain,0,0,35.8,18.1,236,1016.7,89.6,22,145.3,12.5,6,,2021-08-20T06:43:28,2021-08-20T20:57:40,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-21,24.9,13.2,18.7,24.9,13.2,18.7,15.1,81,4.535,100,16.67,rain,0,0,38.5,19.9,171.4,1016.5,70.6,16.9,150.6,13,6,,2021-08-21T06:44:59,2021-08-21T20:55:39,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-22,19.9,14.9,17.2,19.9,14.9,17.2,15.5,90.1,6.984,100,54.17,rain,0,0,45.1,27.5,251.6,1017.4,90.2,12,106.1,9.2,5,,2021-08-22T06:46:31,2021-08-22T20:53:36,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-23,20.8,16.1,18,20.8,16.1,18,14.8,82.6,0.242,100,20.83,rain,0,0,47.3,25.6,346.5,1024,97.4,14.8,74.5,6.5,3,,2021-08-23T06:48:03,2021-08-23T20:51:33,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,AT575,07015099999"
Lille,2021-08-24,22,13.9,18.2,22,13.9,18.2,12.6,71.5,0,0,0,,0,0,45.8,27.4,30.8,1026.4,37.7,15.1,201.8,17.3,8,,2021-08-24T06:49:35,2021-08-24T20:49:29,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-25,22.1,13,17.4,22.1,13,17.4,12.2,73.9,0.004,100,4.17,rain,0,0,41.1,22.1,17.3,1023.3,10.1,12.5,228.3,19.6,8,,2021-08-25T06:51:07,2021-08-25T20:47:24,0.59,Rain,Clear conditions throughout the day with early morning rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-26,17.8,14.9,16.3,17.8,14.9,16.3,13,81.5,0.399,100,20.83,rain,0,0,45.4,24,328.5,1018.5,98,14.6,90,7.7,4,,2021-08-26T06:52:39,2021-08-26T20:45:19,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-27,20,12.8,16.5,20,12.8,16.5,12,76.4,0.381,100,20.83,rain,0,0,44,25.8,347.4,1020,70.6,15.7,124,10.6,4,,2021-08-27T06:54:11,2021-08-27T20:43:12,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,07015099999"
Lille,2021-08-28,20.8,14,16.8,20.8,14,16.8,13.4,81.2,0.583,100,37.5,rain,0,0,44.5,27.5,340.2,1021.7,77.1,16.3,160.8,13.8,6,,2021-08-28T06:55:43,2021-08-28T20:41:05,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06428099999,LFQQ,E6728,07015099999"
Lille,2021-08-29,18.1,14.1,16,18.1,14.1,16,13.2,84.1,1.043,100,33.33,rain,0,0,40.9,23.8,341,1022,91.4,13.2,84.7,7.5,4,,2021-08-29T06:57:15,2021-08-29T20:38:57,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06407099999,06432099999,F2929,06428099999,LFQQ,AT575,07015099999"
