Day,Temperature,TemperatureMax,TemperatureMin,Humidity,Rain,Clouds,WindSpeed,WindDirection
408,10.2,12.6,6.2,83.1,1.696,98.3,44.1,122.8
409,11.1,12.8,7.1,77.1,3.37,95.9,41.4,199.2
410,10.3,13.8,7.1,58.1,0.0,54.5,43.2,294.3
411,12.3,16.0,8.1,69.9,0.0,82.0,30.2,261.2
412,16.4,19.9,13.7,62.9,0.0,80.9,44.1,288.2
413,12.0,16.0,6.2,83.5,0.0,47.4,12.7,222.4
414,12.5,15.6,9.1,45.3,0.0,85.0,28.4,310.5
415,11.6,15.9,8.0,52.7,0.0,27.2,37.1,290.3
416,13.1,15.8,10.8,52.5,0.0,68.3,55.3,295.9
417,12.8,17.1,9.0,48.5,0.0,33.1,35.8,304.9
418,12.3,18.7,7.1,63.3,0.0,18.9,26.8,320.7
419,10.9,16.0,7.3,85.3,0.005,86.2,16.3,28.9
420,11.5,15.0,7.4,45.8,0.0,37.5,31.3,329.7
421,8.9,13.9,3.4,49.3,0.0,0.1,35.0,5.0
422,7.7,12.9,1.2,70.7,0.0,77.2,23.3,82.3
423,8.3,13.1,3.1,77.3,0.0,29.3,18.5,105.5
424,7.8,12.2,2.1,73.9,0.0,52.3,25.1,98.5
425,7.9,11.8,4.2,81.0,0.016,92.9,14.7,46.8
426,7.6,13.9,1.3,82.1,0.0,45.4,12.7,232.7
427,12.9,18.6,8.3,65.1,0.172,82.0,32.3,303.7
428,10.1,14.7,4.4,64.0,0.0,30.8,21.8,277.2
429,8.0,14.0,2.4,50.2,0.0,62.9,28.3,4.2
430,5.8,12.0,-1.5,56.9,0.0,7.1,16.2,46.5
431,7.0,11.7,2.0,70.9,0.004,93.3,18.7,58.3
432,9.9,12.8,6.0,79.3,0.373,95.4,16.6,88.8
433,10.0,12.9,6.3,89.1,0.861,91.0,25.4,107.3
434,11.3,12.8,6.2,82.4,0.843,98.2,39.6,134.7
435,9.1,11.6,5.2,89.8,34.646,98.9,49.5,96.1
436,8.3,11.0,6.2,91.9,39.128,99.3,70.1,100.6
437,10.5,12.9,8.0,85.8,0.023,100.0,22.6,56.3
438,12.5,14.1,11.1,81.5,0.004,93.1,20.2,120.7
439,12.3,15.0,9.3,83.8,0.0,96.5,10.9,341.3
440,12.5,16.0,8.2,82.7,0.0,95.0,13.1,2.0
441,12.6,15.7,6.3,77.5,0.431,91.1,14.4,14.4
442,11.6,16.7,7.9,75.0,0.005,73.0,14.6,9.2
443,8.7,12.1,6.2,88.4,3.676,96.3,43.3,106.0
444,11.0,13.1,7.3,71.0,9.409,91.8,41.1,121.3
445,9.8,14.7,4.0,64.6,0.0,31.7,25.7,112.0
446,9.1,14.9,3.1,69.2,0.0,7.4,18.2,41.1
447,9.5,16.8,3.0,65.0,0.0,20.0,14.6,51.1
448,10.2,17.0,3.3,62.8,0.0,55.0,14.6,36.2
449,11.1,17.0,4.3,64.6,0.0,58.2,16.2,43.3
450,13.6,20.8,6.5,54.4,0.0,63.4,18.1,33.1
451,12.5,19.7,5.5,62.8,0.0,26.8,12.8,71.7
452,11.3,15.9,7.2,87.4,0.122,95.3,21.6,88.4
453,9.9,16.7,5.1,87.5,0.671,95.0,16.6,344.0
454,14.2,18.8,10.9,51.8,0.016,66.2,40.9,302.8
455,8.3,11.7,5.0,49.5,0.0,86.0,50.3,298.5
456,6.5,8.7,4.9,44.0,0.0,96.0,43.2,311.2
457,6.5,10.7,1.8,46.3,0.0,65.7,22.1,314.6
458,8.0,14.0,0.1,54.7,0.0,33.6,26.9,312.2
459,10.1,16.4,2.2,58.5,0.0,18.3,17.8,256.5
460,11.4,17.8,6.1,70.5,0.0,90.4,24.7,273.7
461,15.0,20.9,11.8,61.0,0.009,95.0,30.8,261.0
462,16.2,19.8,12.8,69.7,0.0,92.3,44.6,236.7
463,13.8,17.0,8.2,40.8,0.0,74.8,41.0,308.9
464,10.1,15.8,3.0,55.7,0.0,34.0,23.6,297.2
465,12.0,14.0,7.0,80.5,0.0,94.1,34.5,116.1
466,12.5,16.0,7.1,73.3,0.0,95.2,42.4,131.4
467,13.4,17.2,9.0,73.8,0.0,84.3,28.2,158.2
468,16.2,23.9,8.3,64.0,0.0,46.1,20.5,283.9
469,19.3,26.7,13.1,60.8,0.0,55.1,26.7,335.6
470,20.7,27.9,13.2,46.4,0.0,19.4,31.0,348.6
471,16.1,19.8,11.3,51.4,0.0,8.0,20.2,219.2
472,14.7,20.0,8.1,69.0,0.0,46.2,20.1,203.7
473,17.1,21.8,11.1,59.1,0.0,66.2,25.9,239.4
474,14.1,16.8,12.0,86.1,6.449,95.6,26.6,107.0
475,14.6,18.8,12.0,83.3,5.79,98.5,17.9,335.2
476,15.2,18.9,10.3,77.3,0.0,63.8,30.4,151.4
477,13.9,15.7,10.0,83.8,0.941,97.3,45.8,145.4
478,12.7,17.8,9.2,81.1,2.392,84.4,40.6,284.8
479,16.0,21.8,11.7,62.3,0.0,15.8,32.4,254.5
480,15.4,20.1,7.4,65.1,0.0,10.1,21.5,243.6
481,14.8,20.6,10.1,76.0,0.0,38.5,25.2,89.0
482,17.3,23.7,11.9,70.4,0.0,73.3,18.2,213.6
483,17.1,22.7,11.2,70.9,0.0,45.2,21.9,159.6
484,18.5,22.7,14.9,64.2,0.0,79.0,18.1,289.8
485,17.1,22.7,9.4,53.7,0.0,55.0,21.1,322.8
486,17.3,21.0,11.1,57.4,0.0,95.6,23.6,239.8
487,16.6,20.9,12.3,75.1,0.0,92.2,21.8,131.9
488,16.3,21.7,10.1,73.9,0.12,66.0,20.2,244.1
489,17.0,21.6,14.0,65.8,5.026,93.1,22.2,349.4
490,18.2,22.9,12.3,50.7,0.0,59.4,34.2,347.4
491,20.3,25.7,14.9,47.7,0.0,57.4,25.5,335.5
492,18.5,24.6,13.1,61.8,0.803,54.5,26.8,23.5
493,17.9,22.9,12.1,78.3,0.177,48.0,21.9,197.8
494,18.0,22.2,12.3,75.3,0.004,12.5,20.2,206.5
495,17.4,21.1,12.3,81.8,0.172,35.4,25.4,106.8
496,17.7,21.0,13.9,79.9,0.0,69.5,19.9,101.1
497,18.2,23.1,12.2,72.6,0.0,72.4,16.4,169.2
498,20.6,25.7,14.0,73.3,0.0,47.1,23.7,204.6
499,19.6,21.9,16.1,85.2,0.015,67.2,28.7,119.1
500,19.4,22.9,14.9,78.9,0.0,70.7,20.0,96.1
501,19.6,23.9,15.2,82.6,0.177,56.8,17.5,192.5
502,21.3,30.7,15.8,76.3,0.0,30.0,18.9,153.5
503,21.3,24.1,18.1,81.6,0.0,68.7,16.4,118.5
504,20.7,24.1,15.9,80.2,0.0,41.5,27.0,108.4
505,20.6,25.9,16.3,76.7,0.0,63.3,21.5,105.6
506,20.4,24.9,16.8,85.0,0.203,64.7,23.2,106.1
507,22.3,27.8,19.7,71.9,0.172,89.9,28.4,358.9
508,20.1,22.5,18.1,51.7,0.015,97.1,26.6,291.5
509,21.8,27.5,17.0,42.0,0.004,94.5,25.9,339.2
510,23.3,29.8,16.9,39.5,0.0,58.9,28.8,341.9
511,24.3,31.8,15.9,44.7,0.0,72.1,22.0,340.9
512,24.4,30.1,17.4,37.7,0.0,18.0,32.7,1.7
513,21.1,26.6,14.4,37.1,0.0,5.6,23.6,345.5
514,19.6,24.7,13.0,43.1,0.0,63.3,17.8,114.3
515,20.8,24.2,16.9,60.8,0.005,77.5,16.3,192.6
516,20.3,24.2,14.3,70.1,0.0,43.1,16.4,147.9
517,21.5,24.1,18.1,80.0,0.0,85.4,20.1,108.0
518,23.0,27.2,18.9,68.6,0.0,68.0,16.5,142.8
519,23.6,26.0,20.0,71.9,0.0,85.2,21.3,134.9
520,25.9,32.0,20.2,60.1,0.0,37.1,34.0,269.5
521,24.3,28.0,18.0,51.9,0.773,40.8,30.8,246.5
522,25.4,29.9,20.7,47.5,0.009,59.0,32.3,305.1
523,22.8,27.6,18.1,49.8,0.0,84.3,31.5,299.3
524,22.8,27.7,18.0,41.0,0.0,61.2,38.0,314.3
525,24.7,32.6,18.1,40.6,0.0,10.5,32.3,342.6
526,25.8,31.8,19.1,39.9,0.0,33.7,24.8,303.2
527,24.3,29.1,18.1,51.7,0.0,52.4,23.6,204.1
528,26.6,33.8,20.0,53.6,0.015,58.1,27.2,307.6
529,25.2,30.0,20.0,47.3,0.0,33.4,22.0,142.3
530,24.9,28.9,20.2,61.1,0.0,49.5,24.8,120.9
531,25.5,30.8,19.7,62.8,0.0,21.9,23.4,219.7
532,29.5,37.8,24.1,46.5,0.0,12.4,23.7,10.0
533,25.1,29.1,19.9,68.1,0.0,11.1,16.5,120.4
534,24.7,27.1,20.2,77.5,0.0,21.4,32.4,132.4
535,24.5,26.9,19.3,75.2,0.0,59.2,27.0,127.2
536,24.8,29.9,22.8,82.0,0.018,88.3,33.8,124.0
537,24.8,26.9,22.7,82.2,1.951,79.8,27.6,132.7
538,24.5,26.7,22.7,82.3,0.442,82.2,32.4,138.2
539,23.8,29.5,19.9,67.2,1.561,78.7,30.5,296.4
540,23.2,26.2,17.9,68.7,0.0,48.8,23.6,134.3
541,25.3,27.9,23.0,79.6,0.019,64.6,20.0,159.9
542,25.9,31.6,21.0,56.2,0.0,71.8,27.0,329.2
543,26.0,33.7,18.8,48.4,0.187,69.1,22.0,313.0
544,25.0,29.1,19.9,50.8,0.0,10.9,27.2,232.8
545,23.3,27.0,19.9,69.8,0.598,88.1,27.0,244.4
546,23.6,28.7,17.7,47.6,0.0,46.9,20.5,334.0
547,23.9,28.7,16.3,44.9,0.0,0.8,23.6,254.2
548,24.3,29.8,17.3,54.5,0.0,24.8,16.5,206.4
549,28.0,33.6,21.0,58.4,1.188,59.0,23.6,247.8
550,28.2,32.8,22.8,50.5,0.0,43.5,22.8,266.0
551,27.8,32.9,23.7,34.0,0.0,70.2,24.0,345.3
552,27.9,34.6,20.8,32.0,0.0,13.0,32.9,353.3
553,27.8,34.4,21.9,32.7,0.008,0.7,36.0,358.8
554,26.9,32.1,20.3,36.1,0.0,0.2,28.4,338.7
555,28.6,35.5,22.9,33.3,0.008,0.3,32.5,351.0
556,24.6,29.7,18.6,60.1,0.0,10.8,23.4,124.1
557,24.6,28.9,19.2,74.4,0.0,16.0,20.3,194.8
558,24.5,28.9,19.1,74.5,0.172,8.4,20.0,132.7
559,24.9,28.8,20.9,82.8,0.005,29.7,18.2,177.7
560,29.4,36.2,22.0,60.2,0.005,25.4,21.5,225.1
561,29.8,35.5,25.0,35.7,0.0,3.8,24.9,346.3
562,27.1,32.9,21.1,51.0,0.0,0.0,25.4,117.0
563,27.8,32.9,21.3,58.7,0.0,1.3,16.5,103.2
564,26.2,30.8,21.9,74.8,0.0,38.7,13.0,151.5
565,27.8,34.0,21.0,63.2,0.004,45.6,26.9,236.9
566,29.2,33.8,22.2,43.5,0.0,5.4,28.7,265.4
567,26.6,30.8,21.9,66.9,0.008,29.2,18.0,141.2
568,28.9,32.6,24.8,54.3,0.023,56.9,25.7,231.8
569,28.0,32.2,23.2,50.3,0.0,0.5,22.0,244.9
570,28.2,34.9,22.1,59.7,0.0,57.4,41.0,277.7
571,29.2,35.0,23.9,35.8,0.0,16.5,30.7,306.1
572,26.5,31.1,21.0,40.5,0.0,4.1,22.3,278.4
573,25.6,30.7,19.0,44.1,0.02,48.7,25.0,233.6
574,24.0,28.0,19.4,65.0,0.472,75.8,24.8,242.9
575,28.4,32.9,23.0,42.7,0.0,49.7,25.4,285.1
576,29.3,34.8,24.3,38.9,0.0,8.0,25.1,282.9
577,29.8,35.7,24.2,42.2,0.0,3.8,29.0,271.4
578,29.2,34.6,25.1,41.8,0.0,4.8,22.0,280.5
579,26.0,30.2,21.2,65.1,0.0,10.6,13.2,118.2
580,25.5,28.9,21.9,80.5,0.0,56.4,18.2,180.2
581,27.0,31.9,23.8,72.4,0.224,65.6,20.4,152.8
582,29.8,35.7,23.1,44.5,0.004,28.4,21.7,324.5
583,28.4,32.7,23.9,42.2,0.0,25.4,27.1,1.6
584,27.9,33.8,20.4,39.8,0.0,2.7,21.7,273.0
585,26.8,33.1,19.2,47.5,0.0,26.9,20.3,227.3
586,25.5,29.9,20.0,72.5,0.0,24.2,18.0,141.4
587,26.1,30.0,21.9,78.0,0.172,54.0,17.9,152.2
588,27.0,31.0,23.2,77.6,0.0,54.1,18.0,132.8
589,26.7,29.9,23.1,82.8,0.0,68.7,23.8,151.6
590,25.5,28.1,21.3,73.9,34.203,88.0,45.5,74.2
591,25.2,29.5,20.2,65.3,0.0,50.3,22.0,220.4
592,25.0,29.2,20.0,64.5,0.979,47.1,31.0,100.0
593,22.4,26.8,18.8,81.7,13.244,90.3,30.1,47.6
594,21.7,28.0,17.0,71.6,0.861,89.3,32.0,312.9
595,26.2,31.7,22.1,48.0,0.008,64.2,32.5,306.6
596,27.0,32.9,20.3,48.9,0.0,19.8,20.3,313.0
597,26.4,31.9,20.3,46.8,0.0,78.4,30.7,320.0
598,27.4,32.7,22.7,46.7,0.0,42.1,25.7,312.2
599,27.4,33.6,22.1,50.2,0.0,47.6,23.8,321.2
600,25.7,29.8,19.4,60.0,0.0,31.5,17.9,191.9
601,24.0,28.0,19.3,77.4,0.0,82.8,18.1,210.2
602,27.2,32.2,21.3,56.8,0.0,54.2,18.0,320.6
603,25.5,30.0,20.3,57.8,0.0,24.6,26.9,266.2
604,24.8,29.0,18.4,62.7,0.0,10.5,20.1,222.8
605,23.7,28.1,18.3,80.2,0.0,44.8,17.8,101.0
606,25.4,28.1,22.0,83.1,0.574,77.4,24.5,122.7
607,24.2,29.9,19.1,68.6,0.0,78.5,23.6,317.7
608,25.4,30.1,20.2,61.5,0.0,46.1,18.2,248.6
609,22.9,27.6,20.3,76.7,2.286,84.7,30.6,66.2
610,22.8,26.9,19.8,81.1,0.654,82.3,14.2,49.8
611,23.8,27.9,19.7,82.1,0.191,71.6,21.6,90.7
612,24.7,27.7,21.9,86.5,0.0,87.6,26.7,107.8
613,24.4,27.7,21.4,85.7,61.852,87.5,33.6,111.1
614,22.8,26.1,19.3,87.9,20.958,89.9,32.2,59.7
615,22.4,27.0,17.9,72.0,28.435,76.4,15.7,246.7
616,21.8,26.8,17.3,63.4,0.06,64.1,28.7,300.1
617,21.3,24.9,16.8,63.8,0.0,27.2,18.0,250.0
618,21.6,27.0,16.1,62.3,0.0,2.7,21.7,339.5
619,21.1,25.0,16.1,80.5,0.0,71.2,14.7,52.6
620,24.0,25.9,22.1,90.6,0.0,92.6,37.7,111.2
621,24.2,26.1,21.8,87.5,2.479,76.9,39.2,117.8
622,24.0,30.6,18.8,70.3,0.004,46.3,20.0,310.2
623,23.7,28.6,19.9,55.7,0.0,37.0,30.7,308.3
624,18.7,22.2,15.3,45.5,0.0,10.8,30.8,358.3
625,18.0,24.8,12.2,43.0,0.0,13.3,33.6,5.2
626,18.5,25.0,12.9,49.0,0.0,12.1,24.2,9.5
627,18.3,25.7,10.4,47.0,0.0,0.4,26.7,11.6
628,18.3,24.9,12.2,55.0,0.0,20.5,21.6,5.5
629,17.6,22.8,12.3,66.9,0.0,44.0,18.3,272.9
630,18.3,22.0,14.0,82.6,1.047,75.8,20.0,109.0
631,18.5,21.7,15.9,84.2,54.076,92.5,37.6,28.4
632,18.5,22.7,13.3,66.4,0.005,68.1,19.8,276.3
633,17.9,22.6,13.7,58.0,0.0,51.5,35.7,294.0
634,18.3,20.8,16.7,51.8,0.009,86.3,44.7,291.6
635,19.2,23.0,16.1,65.4,0.198,82.0,35.8,267.7
636,17.5,21.1,15.1,63.8,0.155,94.7,22.2,277.0
637,16.5,19.7,14.0,59.0,0.0,90.5,22.2,325.7
638,17.1,23.1,11.1,63.4,0.0,49.1,33.8,256.7
639,21.7,27.9,14.8,61.8,0.005,24.5,26.5,291.7
640,19.6,26.7,15.1,62.2,0.0,59.8,15.8,311.1
641,17.9,23.0,12.0,73.9,0.0,9.5,14.4,25.7
642,17.4,20.9,13.3,90.5,0.172,86.0,17.7,68.2
643,18.3,23.1,14.0,85.7,0.015,63.8,14.4,260.7
644,17.5,22.7,13.8,84.8,0.172,71.6,12.9,35.7
645,18.0,21.7,16.0,82.6,0.056,96.9,13.0,4.4
646,17.4,21.1,14.0,79.4,0.04,89.2,18.1,40.4
647,18.6,22.7,14.9,83.2,0.004,73.1,14.3,5.0
648,17.5,22.1,12.3,85.3,0.196,80.4,12.7,252.0
649,18.2,23.8,13.3,81.6,0.015,76.7,12.4,345.7
650,16.7,21.1,11.9,85.6,0.044,71.5,11.1,320.6
651,20.1,24.8,16.9,73.0,0.005,75.0,26.4,270.7
652,18.3,22.8,12.2,77.6,0.0,44.9,17.7,218.0
653,20.6,22.1,18.9,88.5,0.0,93.8,32.6,112.6
654,20.0,21.8,17.0,89.5,0.025,94.3,32.7,118.6
655,19.6,22.0,17.9,90.1,0.004,87.5,14.7,66.2
656,19.3,21.0,17.8,91.6,0.034,97.4,13.6,71.7
657,20.6,20.8,20.0,91.9,0.481,97.5,49.7,127.5
658,21.2,22.2,19.9,91.6,0.219,97.8,43.3,132.3
659,20.0,22.8,16.9,89.3,0.009,87.4,26.8,87.8
660,21.1,21.8,20.8,94.1,0.0,97.7,32.5,131.1
661,20.9,22.8,18.9,91.6,0.0,94.7,28.2,126.2
662,18.8,22.8,14.1,86.7,0.004,87.1,18.0,78.8
663,20.5,22.8,17.1,87.6,0.0,86.0,21.5,76.8
664,20.3,22.7,17.2,89.3,0.0,89.3,17.9,96.6
665,18.6,22.7,15.3,89.8,0.009,72.4,12.8,46.9
666,16.8,23.0,12.9,86.6,0.024,86.8,14.1,33.4
667,18.2,22.1,15.0,89.8,0.005,76.7,16.2,65.8
668,19.3,21.8,16.0,91.7,0.181,95.3,38.0,117.3
669,19.9,23.0,15.0,80.7,0.243,79.8,37.9,204.1
670,16.4,22.0,11.2,70.5,0.0,77.3,12.7,335.2
671,13.6,15.9,10.3,85.5,3.729,89.5,30.3,3.1
672,13.5,16.0,10.1,63.7,0.052,62.7,42.9,284.1
673,13.1,17.9,7.5,50.1,0.0,19.1,29.2,332.0
674,11.0,17.9,5.1,65.4,0.0,45.3,12.5,354.1
675,12.2,20.0,6.1,75.9,0.0,21.9,14.6,13.6
676,15.8,18.7,11.2,88.9,0.888,97.8,34.4,96.5
677,18.4,20.7,15.8,85.6,0.335,89.1,33.5,136.2
678,15.5,20.0,10.9,67.7,0.033,59.4,20.3,355.1
679,15.5,20.8,12.1,75.8,0.0,84.9,20.3,34.9
680,14.2,20.7,9.9,85.2,0.187,47.9,12.9,10.2
681,14.2,17.2,10.3,84.4,0.0,97.7,20.0,64.6
682,14.4,17.7,13.2,86.5,25.41,98.8,42.5,67.6
683,15.4,18.7,13.8,91.0,0.869,95.8,30.2,55.3
684,13.7,18.9,9.9,80.9,0.281,62.6,25.1,260.3
685,14.1,19.0,10.2,86.3,0.36,89.1,24.8,251.7
686,12.4,16.9,7.1,68.2,0.004,75.3,25.5,283.5
687,11.0,16.0,6.2,59.9,0.0,44.6,31.1,313.0
688,11.0,14.8,7.8,56.8,0.0,44.8,28.1,292.0
689,8.3,9.9,6.9,83.5,6.832,98.9,20.3,328.7
690,10.9,13.7,9.1,64.1,0.105,77.0,33.8,282.5
691,11.6,17.7,8.8,78.4,0.246,71.5,35.4,279.5
692,12.4,17.0,10.0,71.1,0.015,70.8,21.5,306.8
693,11.9,18.6,7.9,74.0,0.38,72.2,23.6,318.2
694,10.7,16.9,6.0,61.5,0.0,44.3,23.8,335.6
695,8.6,14.0,3.3,81.2,0.0,73.0,14.8,21.4
696,9.9,11.7,7.0,92.4,15.069,94.4,22.1,6.4
697,9.7,14.5,5.0,65.9,0.0,17.0,25.5,315.0
698,7.8,14.1,2.5,71.3,0.0,52.9,25.2,343.8
699,7.5,12.6,4.3,74.8,0.005,80.6,16.6,10.8
700,6.2,8.8,3.1,77.6,1.056,97.2,14.4,344.8
701,7.1,8.7,6.1,94.5,8.078,95.9,31.1,14.1
702,7.9,12.8,3.1,88.6,1.32,67.2,19.9,351.5
703,4.5,11.7,0.1,85.0,0.0,24.8,14.3,14.0
704,6.2,12.9,2.9,76.1,0.069,83.6,18.0,12.1
705,4.6,10.7,1.0,77.3,0.072,29.1,21.7,13.5
706,4.4,6.9,1.2,79.4,2.084,95.5,23.6,16.2
707,9.8,14.0,6.9,90.0,5.852,92.1,25.1,14.8
708,5.9,9.7,-1.9,74.1,0.0,63.7,36.2,325.8
709,0.6,8.5,-3.5,66.3,0.0,46.6,19.7,335.1
710,1.1,5.2,-4.5,81.0,1.369,81.3,24.0,28.0
711,5.2,6.9,2.8,97.3,6.947,100.0,22.8,16.6
712,9.5,12.7,7.0,96.0,3.873,99.1,24.0,356.4
713,10.3,11.9,9.8,96.5,24.35,95.1,27.2,32.3
714,8.9,13.6,4.9,84.7,0.009,87.7,18.3,31.1
715,4.0,10.6,-0.8,72.2,0.0,20.7,18.2,4.7
716,5.0,10.3,-0.9,82.2,0.0,91.3,18.6,27.6
717,12.4,14.7,10.0,91.0,0.045,93.1,29.5,101.7
718,14.1,15.1,13.0,94.0,0.105,89.1,29.0,123.2
719,14.0,18.8,10.2,83.6,0.22,72.7,21.1,44.5
720,14.1,16.0,11.0,74.4,0.0,90.1,40.1,265.0
721,16.2,21.1,14.1,77.0,0.0,89.1,26.5,260.0
722,13.4,19.7,9.0,82.5,0.008,60.9,16.1,274.0
723,11.3,14.1,7.1,94.7,0.004,85.0,18.3,41.4
724,14.0,16.8,11.9,84.3,0.0,76.1,16.6,21.1
725,10.7,16.9,6.2,81.8,0.172,50.5,12.8,311.2
726,8.0,11.8,4.0,87.0,0.0,79.1,16.4,19.7
727,12.0,15.6,9.3,86.8,0.0,92.6,18.0,22.7
728,11.0,13.8,8.4,93.7,0.176,91.2,11.2,18.3
729,13.1,14.9,11.1,90.5,0.0,96.9,25.2,70.2
